REGISTRATION,TYPE,OPERATOR / AIRLINES,CATEGORY,PARKING STAND,IS_SYNTHETIC
SYNTH-335,DC10,TRIGANA,CARGO,B10,True
SYNTH-336,B742,TRIGANA,CARGO,B10,True
SYNTH-337,DC10,TRIGANA,CARGO,B10,True
SYNTH-338,B742,TRIGANA,CARGO,B10,True
SYNTH-339,B742,TRIGANA,CARGO,B10,True
SYNTH-340,B742,TRIGANA,CARGO,B10,True
SYNTH-341,B742,TRIGANA,CARGO,B10,True
SYNTH-342,DC10,TRIGANA,CARGO,B10,True
SYNTH-343,CRV,TRIGANA,CARGO,B10,True
SYNTH-344,DC10,TRIGANA,CARGO,B10,True
SYNTH-345,MD11,TRIGANA,CARGO,B10,True
SYNTH-346,CRV,TRIGANA,CARGO,B10,True
SYNTH-347,B742,TRIGANA,CARGO,B10,True
SYNTH-348,CRV,TRIGANA,CARGO,B10,True
SYNTH-349,CRV,TRIGANA,CARGO,B10,True
SYNTH-350,B733,TRIGANA,CARGO,B10,True
SYNTH-351,CRV,TRIGANA,CARGO,B10,True
SYNTH-352,B742,TRIGANA,CARGO,B10,True
SYNTH-353,B742,TRIGANA,CARGO,B10,True
SYNTH-354,DC10,TRIGANA,CARGO,B10,True
SYNTH-355,DC10,TRIGANA,CARGO,B10,True
SYNTH-356,B733,TRIGANA,CARGO,B10,True
SYNTH-357,MD11,TRIGANA,CARGO,B10,True
SYNTH-358,B742,TRIGANA,CARGO,B10,True
SYNTH-359,B733,TRIGANA,CARGO,B10,True
SYNTH-360,CRV,TRIGANA,CARGO,B10,True
SYNTH-361,CRV,TRIGANA,CARGO,B10,True
SYNTH-362,CRV,TRIGANA,CARGO,B10,True
SYNTH-363,MD11,TRIGANA,CARGO,B10,True
SYNTH-364,DC10,TRIGANA,CARGO,B10,True
SYNTH-365,B733,TRIGANA,CARGO,B10,True
SYNTH-366,MD11,TRIGANA,CARGO,B10,True
SYNTH-367,CRV,TRIGANA,CARGO,B10,True
SYNTH-368,CRV,TRIGANA,CARGO,B10,True
SYNTH-369,CRV,TRIGANA,CARGO,B10,True
SYNTH-370,B742,TRIGANA,CARGO,B10,True
SYNTH-371,CRV,TRIGANA,CARGO,B10,True
SYNTH-372,B742,TRIGANA,CARGO,B10,True
SYNTH-373,MD11,TRIGANA,CARGO,B10,True
SYNTH-374,MD11,TRIGANA,CARGO,B10,True
SYNTH-375,CRV,TRIGANA,CARGO,B10,True
SYNTH-376,MD11,TRIGANA,CARGO,B10,True
SYNTH-377,CRV,TRIGANA,CARGO,B10,True
SYNTH-378,B733,TRIGANA,CARGO,B10,True
SYNTH-379,DC10,TRIGANA,CARGO,B10,True
SYNTH-380,MD11,TRIGANA,CARGO,B10,True
SYNTH-381,DC10,TRIGANA,CARGO,B10,True
SYNTH-382,MD11,TRIGANA,CARGO,B10,True
SYNTH-383,B742,TRIGANA,CARGO,B10,True
SYNTH-384,B733,TRIGANA,CARGO,B10,True
SYNTH-385,MD11,TRIGANA,CARGO,B10,True
SYNTH-386,DC10,TRIGANA,CARGO,B10,True
SYNTH-387,B742,TRIGANA,CARGO,B10,True
SYNTH-388,B733,TRIGANA,CARGO,B10,True
SYNTH-389,B733,TRIGANA,CARGO,B9,True
SYNTH-390,B733,TRIGANA,CARGO,B9,True
SYNTH-391,DC10,TRIGANA,CARGO,B9,True
SYNTH-392,B733,TRIGANA,CARGO,B9,True
SYNTH-393,CRV,TRIGANA,CARGO,B9,True
SYNTH-394,B742,TRIGANA,CARGO,B9,True
SYNTH-395,MD11,TRIGANA,CARGO,B9,True
SYNTH-396,DC10,TRIGANA,CARGO,B9,True
SYNTH-397,B742,TRIGANA,CARGO,B9,True
SYNTH-398,CRV,TRIGANA,CARGO,B9,True
SYNTH-399,DC10,TRIGANA,CARGO,B9,True
SYNTH-400,CRV,TRIGANA,CARGO,B9,True
SYNTH-401,DC10,TRIGANA,CARGO,B9,True
SYNTH-402,B733,TRIGANA,CARGO,B9,True
SYNTH-403,DC10,TRIGANA,CARGO,B9,True
SYNTH-404,MD11,TRIGANA,CARGO,B9,True
SYNTH-405,DC10,TRIGANA,CARGO,B9,True
SYNTH-406,MD11,TRIGANA,CARGO,B9,True
SYNTH-407,B733,TRIGANA,CARGO,B9,True
SYNTH-408,B733,TRIGANA,CARGO,B9,True
SYNTH-409,DC10,TRIGANA,CARGO,B9,True
SYNTH-410,B742,TRIGANA,CARGO,B9,True
SYNTH-411,CRV,TRIGANA,CARGO,B9,True
SYNTH-412,CRV,TRIGANA,CARGO,B9,True
SYNTH-413,CRV,TRIGANA,CARGO,B9,True
SYNTH-414,MD11,TRIGANA,CARGO,B9,True
SYNTH-415,DC10,TRIGANA,CARGO,B9,True
SYNTH-416,B733,TRIGANA,CARGO,B9,True
SYNTH-417,DC10,TRIGANA,CARGO,B9,True
SYNTH-418,DC10,TRIGANA,CARGO,B9,True
SYNTH-419,CRV,TRIGANA,CARGO,B9,True
SYNTH-420,B742,TRIGANA,CARGO,B9,True
SYNTH-421,B733,TRIGANA,CARGO,B9,True
SYNTH-422,MD11,TRIGANA,CARGO,B9,True
SYNTH-423,B733,TRIGANA,CARGO,B9,True
SYNTH-424,CRV,TRIGANA,CARGO,B9,True
SYNTH-425,B733,TRIGANA,CARGO,B9,True
SYNTH-426,B742,TRIGANA,CARGO,B9,True
SYNTH-427,B733,TRIGANA,CARGO,B9,True
SYNTH-428,CRV,TRIGANA,CARGO,B8,True
SYNTH-429,B733,TRIGANA,CARGO,B8,True
SYNTH-430,MD11,TRIGANA,CARGO,B8,True
SYNTH-431,B733,TRIGANA,CARGO,B8,True
SYNTH-432,MD11,TRIGANA,CARGO,B8,True
SYNTH-433,MD11,TRIGANA,CARGO,B8,True
SYNTH-434,B742,TRIGANA,CARGO,B8,True
SYNTH-435,MD11,TRIGANA,CARGO,B8,True
SYNTH-436,B742,TRIGANA,CARGO,B8,True
SYNTH-437,CRV,TRIGANA,CARGO,B8,True
SYNTH-438,CRV,TRIGANA,CARGO,B8,True
SYNTH-439,CRV,TRIGANA,CARGO,B8,True
SYNTH-440,MD11,TRIGANA,CARGO,B8,True
SYNTH-441,CRV,TRIGANA,CARGO,B8,True
SYNTH-442,B733,TRIGANA,CARGO,B8,True
SYNTH-443,B733,TRIGANA,CARGO,B8,True
SYNTH-444,B742,TRIGANA,CARGO,B8,True
SYNTH-445,MD11,TRIGANA,CARGO,B8,True
SYNTH-446,B733,TRIGANA,CARGO,B8,True
SYNTH-447,CRV,TRIGANA,CARGO,B8,True
SYNTH-448,B742,TRIGANA,CARGO,B8,True
SYNTH-449,B733,TRIGANA,CARGO,B8,True
SYNTH-450,B733,TRIGANA,CARGO,B8,True
SYNTH-451,B733,TRIGANA,CARGO,B8,True
SYNTH-452,DC10,TRIGANA,CARGO,B8,True
SYNTH-453,DC10,TRIGANA,CARGO,B8,True
SYNTH-454,MD11,TRIGANA,CARGO,B8,True
SYNTH-455,B742,TRIGANA,CARGO,B8,True
SYNTH-456,DC10,TRIGANA,CARGO,B7,True
SYNTH-457,MD11,TRIGANA,CARGO,B7,True
SYNTH-458,B742,TRIGANA,CARGO,B7,True
SYNTH-459,CRV,TRIGANA,CARGO,B7,True
SYNTH-460,B733,TRIGANA,CARGO,B7,True
SYNTH-461,MD11,TRIGANA,CARGO,B7,True
SYNTH-462,DC10,TRIGANA,CARGO,B7,True
SYNTH-463,MD11,TRIGANA,CARGO,B7,True
SYNTH-464,B742,TRIGANA,CARGO,B7,True
SYNTH-465,CRV,TRIGANA,CARGO,B7,True
SYNTH-466,CRV,TRIGANA,CARGO,B7,True
SYNTH-467,B742,TRIGANA,CARGO,B7,True
SYNTH-468,B733,TRIGANA,CARGO,B7,True
SYNTH-469,MD11,TRIGANA,CARGO,B7,True
SYNTH-470,B742,TRIGANA,CARGO,B7,True
SYNTH-471,DC10,TRIGANA,CARGO,B7,True
SYNTH-472,B733,TRIGANA,CARGO,B7,True
SYNTH-473,B733,TRIGANA,CARGO,B7,True
SYNTH-474,MD11,TRIGANA,CARGO,B7,True
SYNTH-475,B742,TRIGANA,CARGO,B7,True
SYNTH-476,B733,TRIGANA,CARGO,B6,True
SYNTH-477,B742,TRIGANA,CARGO,B6,True
SYNTH-478,MD11,TRIGANA,CARGO,B6,True
SYNTH-479,B733,TRIGANA,CARGO,B6,True
SYNTH-480,MD11,TRIGANA,CARGO,B6,True
SYNTH-481,MD11,TRIGANA,CARGO,B6,True
SYNTH-482,B733,TRIGANA,CARGO,B6,True
SYNTH-483,B733,TRIGANA,CARGO,B6,True
SYNTH-484,CRV,TRIGANA,CARGO,B6,True
SYNTH-485,B742,TRIGANA,CARGO,B6,True
SYNTH-486,B733,TRIGANA,CARGO,B6,True
SYNTH-487,MD11,TRIGANA,CARGO,B6,True
SYNTH-488,MD11,TRIGANA,CARGO,B6,True
SYNTH-489,B742,TRIGANA,CARGO,B6,True
SYNTH-490,CRV,TRIGANA,CARGO,B5,True
SYNTH-491,CRV,TRIGANA,CARGO,B5,True
SYNTH-492,B733,TRIGANA,CARGO,B5,True
SYNTH-493,MD11,TRIGANA,CARGO,B5,True
SYNTH-494,DC10,TRIGANA,CARGO,B5,True
SYNTH-495,MD11,TRIGANA,CARGO,B5,True
SYNTH-496,B733,TRIGANA,CARGO,B5,True
SYNTH-497,B733,TRIGANA,CARGO,B5,True
SYNTH-498,DC10,TRIGANA,CARGO,B5,True
SYNTH-499,DC10,TRIGANA,CARGO,B5,True
SYNTH-500,B742,TRIGANA,CARGO,B4,True
SYNTH-501,CRV,TRIGANA,CARGO,B4,True
SYNTH-502,MD11,TRIGANA,CARGO,B4,True
SYNTH-503,B742,TRIGANA,CARGO,B4,True
SYNTH-504,MD11,TRIGANA,CARGO,B4,True
SYNTH-505,CRV,TRIGANA,CARGO,B4,True
SYNTH-506,MD11,TRIGANA,CARGO,B4,True
SYNTH-507,DC10,TRIGANA,CARGO,B3,True
SYNTH-508,B742,TRIGANA,CARGO,B3,True
SYNTH-509,B742,TRIGANA,CARGO,B3,True
SYNTH-510,B733,TRIGANA,CARGO,B3,True
SYNTH-511,MD11,TRIGANA,CARGO,B3,True
SYNTH-512,MD11,TRIGANA,CARGO,B2,True
SYNTH-513,B733,TRIGANA,CARGO,B2,True
SYNTH-514,CRV,TRIGANA,CARGO,B2,True
SYNTH-515,B733,TRIGANA,CARGO,B2,True
SYNTH-516,CRV,TRIGANA,CARGO,B2,True
SYNTH-517,B733,TRIGANA,CARGO,B1,True
SYNTH-518,B742,TRIGANA,CARGO,B1,True
SYNTH-519,B733,TRIGANA,CARGO,B1,True
SYNTH-520,DC10,TRIGANA,CARGO,B1,True
SYNTH-521,B742,TRIGANA,CARGO,B1,True
SYNTH-522,B733,TRIGANA,CARGO,A3,True
SYNTH-523,CRV,TRIGANA,CARGO,A3,True
SYNTH-524,MD11,TRIGANA,CARGO,A3,True
SYNTH-525,B733,TRIGANA,CARGO,A3,True
SYNTH-526,DC10,TRIGANA,CARGO,A3,True
SYNTH-527,B742,TRIGANA,CARGO,A2,True
SYNTH-528,B742,TRIGANA,CARGO,A2,True
SYNTH-529,B733,TRIGANA,CARGO,A2,True
SYNTH-530,CRV,TRIGANA,CARGO,A2,True
SYNTH-531,CRV,TRIGANA,CARGO,A2,True
SYNTH-532,MD11,TRIGANA,CARGO,A1,True
SYNTH-533,CRV,TRIGANA,CARGO,A1,True
SYNTH-534,MD11,TRIGANA,CARGO,A1,True
SYNTH-535,CRV,TRIGANA,CARGO,A1,True
SYNTH-536,B733,TRIGANA,CARGO,A1,True
SYNTH-0,CRV,TRI MG,CARGO,B13,True
SYNTH-1,B733,TRI MG,CARGO,B13,True
SYNTH-2,CRV,TRI MG,CARGO,B13,True
SYNTH-3,B733,TRI MG,CARGO,B13,True
SYNTH-4,DC10,TRI MG,CARGO,B13,True
SYNTH-5,CRV,TRI MG,CARGO,B13,True
SYNTH-6,DC10,TRI MG,CARGO,B13,True
SYNTH-7,B733,TRI MG,CARGO,B13,True
SYNTH-8,MD11,TRI MG,CARGO,B13,True
SYNTH-9,B742,TRI MG,CARGO,B13,True
SYNTH-10,CRV,TRI MG,CARGO,B13,True
SYNTH-11,CRV,TRI MG,CARGO,B13,True
SYNTH-12,CRV,TRI MG,CARGO,B13,True
SYNTH-13,CRV,TRI MG,CARGO,B13,True
SYNTH-14,B733,TRI MG,CARGO,B13,True
SYNTH-15,B733,TRI MG,CARGO,B13,True
SYNTH-16,DC10,TRI MG,CARGO,B13,True
SYNTH-17,B733,TRI MG,CARGO,B13,True
SYNTH-18,B733,TRI MG,CARGO,B13,True
SYNTH-19,CRV,TRI MG,CARGO,B13,True
SYNTH-20,B742,TRI MG,CARGO,B13,True
SYNTH-21,B733,TRI MG,CARGO,B13,True
SYNTH-22,B742,TRI MG,CARGO,B13,True
SYNTH-23,MD11,TRI MG,CARGO,B13,True
SYNTH-24,B733,TRI MG,CARGO,B13,True
SYNTH-25,B742,TRI MG,CARGO,B13,True
SYNTH-26,B742,TRI MG,CARGO,B13,True
SYNTH-27,CRV,TRI MG,CARGO,B13,True
SYNTH-28,CRV,TRI MG,CARGO,B13,True
SYNTH-29,B742,TRI MG,CARGO,B13,True
SYNTH-30,B733,TRI MG,CARGO,B13,True
SYNTH-31,CRV,TRI MG,CARGO,B13,True
SYNTH-32,B742,TRI MG,CARGO,B13,True
SYNTH-33,CRV,TRI MG,CARGO,B13,True
SYNTH-34,MD11,TRI MG,CARGO,B13,True
SYNTH-35,DC10,TRI MG,CARGO,B13,True
SYNTH-36,B733,TRI MG,CARGO,B13,True
SYNTH-37,B733,TRI MG,CARGO,B13,True
SYNTH-38,DC10,TRI MG,CARGO,B13,True
SYNTH-39,DC10,TRI MG,CARGO,B13,True
SYNTH-40,DC10,TRI MG,CARGO,B13,True
SYNTH-41,B733,TRI MG,CARGO,B13,True
SYNTH-42,DC10,TRI MG,CARGO,B13,True
SYNTH-43,B733,TRI MG,CARGO,B13,True
SYNTH-44,B742,TRI MG,CARGO,B13,True
SYNTH-45,MD11,TRI MG,CARGO,B13,True
SYNTH-46,B733,TRI MG,CARGO,B13,True
SYNTH-47,B742,TRI MG,CARGO,B13,True
SYNTH-48,MD11,TRI MG,CARGO,B13,True
SYNTH-49,B742,TRI MG,CARGO,B13,True
SYNTH-50,DC10,TRI MG,CARGO,B13,True
SYNTH-51,CRV,TRI MG,CARGO,B13,True
SYNTH-52,CRV,TRI MG,CARGO,B13,True
SYNTH-53,MD11,TRI MG,CARGO,B13,True
SYNTH-54,DC10,TRI MG,CARGO,B13,True
SYNTH-55,B733,TRI MG,CARGO,B13,True
SYNTH-56,B733,TRI MG,CARGO,B13,True
SYNTH-57,CRV,TRI MG,CARGO,B13,True
SYNTH-58,MD11,TRI MG,CARGO,B13,True
SYNTH-59,B742,TRI MG,CARGO,B13,True
SYNTH-60,B733,TRI MG,CARGO,B13,True
SYNTH-61,B742,TRI MG,CARGO,B13,True
SYNTH-62,CRV,TRI MG,CARGO,B13,True
SYNTH-63,B733,TRI MG,CARGO,B13,True
SYNTH-64,B742,TRI MG,CARGO,B13,True
SYNTH-65,DC10,TRI MG,CARGO,B13,True
SYNTH-66,DC10,TRI MG,CARGO,B13,True
SYNTH-67,B733,TRI MG,CARGO,B13,True
SYNTH-68,CRV,TRI MG,CARGO,B13,True
SYNTH-69,DC10,TRI MG,CARGO,B13,True
SYNTH-70,CRV,TRI MG,CARGO,B13,True
SYNTH-71,B742,TRI MG,CARGO,B13,True
SYNTH-72,MD11,TRI MG,CARGO,B13,True
SYNTH-73,DC10,TRI MG,CARGO,B13,True
SYNTH-74,DC10,TRI MG,CARGO,B13,True
SYNTH-75,B742,TRI MG,CARGO,B13,True
SYNTH-76,B742,TRI MG,CARGO,B13,True
SYNTH-77,DC10,TRI MG,CARGO,B13,True
SYNTH-78,B733,TRI MG,CARGO,B13,True
SYNTH-79,DC10,TRI MG,CARGO,B13,True
SYNTH-80,DC10,TRI MG,CARGO,B13,True
SYNTH-81,B733,TRI MG,CARGO,B13,True
SYNTH-82,B742,TRI MG,CARGO,B13,True
SYNTH-83,CRV,TRI MG,CARGO,B13,True
SYNTH-84,CRV,TRI MG,CARGO,B13,True
SYNTH-85,DC10,TRI MG,CARGO,B13,True
SYNTH-86,B742,TRI MG,CARGO,B13,True
SYNTH-87,B742,TRI MG,CARGO,B13,True
SYNTH-88,MD11,TRI MG,CARGO,B13,True
SYNTH-89,B742,TRI MG,CARGO,B13,True
SYNTH-90,DC10,TRI MG,CARGO,B13,True
SYNTH-91,DC10,TRI MG,CARGO,B13,True
SYNTH-92,MD11,TRI MG,CARGO,B13,True
SYNTH-93,B733,TRI MG,CARGO,B13,True
SYNTH-94,CRV,TRI MG,CARGO,B13,True
SYNTH-95,B742,TRI MG,CARGO,B13,True
SYNTH-96,B733,TRI MG,CARGO,B13,True
SYNTH-97,CRV,TRI MG,CARGO,B13,True
SYNTH-98,MD11,TRI MG,CARGO,B13,True
SYNTH-99,B742,TRI MG,CARGO,B13,True
SYNTH-100,CRV,TRI MG,CARGO,B13,True
SYNTH-101,DC10,TRI MG,CARGO,B13,True
SYNTH-102,MD11,TRI MG,CARGO,B13,True
SYNTH-103,MD11,TRI MG,CARGO,B13,True
SYNTH-104,CRV,TRI MG,CARGO,B13,True
SYNTH-105,B742,TRI MG,CARGO,B13,True
SYNTH-106,MD11,TRI MG,CARGO,B13,True
SYNTH-107,B742,TRI MG,CARGO,B13,True
SYNTH-108,CRV,TRI MG,CARGO,B13,True
SYNTH-109,CRV,TRI MG,CARGO,B13,True
SYNTH-110,CRV,TRI MG,CARGO,B13,True
SYNTH-111,B733,TRI MG,CARGO,B13,True
SYNTH-112,DC10,TRI MG,CARGO,B13,True
SYNTH-113,B742,TRI MG,CARGO,B13,True
SYNTH-114,DC10,TRI MG,CARGO,B13,True
SYNTH-115,B733,TRI MG,CARGO,B13,True
SYNTH-116,B733,TRI MG,CARGO,B13,True
SYNTH-117,MD11,TRI MG,CARGO,B13,True
SYNTH-118,B733,TRI MG,CARGO,B13,True
SYNTH-119,B742,TRI MG,CARGO,B13,True
SYNTH-120,MD11,TRI MG,CARGO,B13,True
SYNTH-121,MD11,TRI MG,CARGO,B13,True
SYNTH-122,CRV,TRI MG,CARGO,B13,True
SYNTH-123,DC10,TRI MG,CARGO,B13,True
SYNTH-124,B742,TRI MG,CARGO,B13,True
SYNTH-125,CRV,TRI MG,CARGO,B13,True
SYNTH-126,DC10,TRI MG,CARGO,B13,True
SYNTH-127,B733,TRI MG,CARGO,B13,True
SYNTH-128,MD11,TRI MG,CARGO,B13,True
SYNTH-129,CRV,TRI MG,CARGO,B13,True
SYNTH-130,DC10,TRI MG,CARGO,B13,True
SYNTH-131,B742,TRI MG,CARGO,B13,True
SYNTH-132,CRV,TRI MG,CARGO,B13,True
SYNTH-133,CRV,TRI MG,CARGO,B13,True
SYNTH-134,B733,TRI MG,CARGO,B13,True
SYNTH-135,B733,TRI MG,CARGO,B13,True
SYNTH-136,MD11,TRI MG,CARGO,B13,True
SYNTH-137,CRV,TRI MG,CARGO,B13,True
SYNTH-138,DC10,TRI MG,CARGO,B13,True
SYNTH-139,B742,TRI MG,CARGO,B13,True
SYNTH-140,B742,TRI MG,CARGO,B13,True
SYNTH-141,B742,TRI MG,CARGO,B13,True
SYNTH-142,DC10,TRI MG,CARGO,B13,True
SYNTH-143,B733,TRI MG,CARGO,B13,True
SYNTH-144,CRV,TRI MG,CARGO,B13,True
SYNTH-145,B742,TRI MG,CARGO,B13,True
SYNTH-146,MD11,TRI MG,CARGO,B13,True
SYNTH-147,B733,TRI MG,CARGO,B13,True
SYNTH-148,DC10,TRI MG,CARGO,B13,True
SYNTH-149,B733,TRI MG,CARGO,B13,True
SYNTH-150,B733,TRI MG,CARGO,B12,True
SYNTH-151,B733,TRI MG,CARGO,B12,True
SYNTH-152,CRV,TRI MG,CARGO,B12,True
SYNTH-153,B733,TRI MG,CARGO,B12,True
SYNTH-154,B742,TRI MG,CARGO,B12,True
SYNTH-155,B742,TRI MG,CARGO,B12,True
SYNTH-156,CRV,TRI MG,CARGO,B12,True
SYNTH-157,DC10,TRI MG,CARGO,B12,True
SYNTH-158,MD11,TRI MG,CARGO,B12,True
SYNTH-159,DC10,TRI MG,CARGO,B12,True
SYNTH-160,B742,TRI MG,CARGO,B12,True
SYNTH-161,CRV,TRI MG,CARGO,B12,True
SYNTH-162,DC10,TRI MG,CARGO,B12,True
SYNTH-163,CRV,TRI MG,CARGO,B12,True
SYNTH-164,B742,TRI MG,CARGO,B12,True
SYNTH-165,B733,TRI MG,CARGO,B12,True
SYNTH-166,MD11,TRI MG,CARGO,B12,True
SYNTH-167,CRV,TRI MG,CARGO,B12,True
SYNTH-168,CRV,TRI MG,CARGO,B12,True
SYNTH-169,CRV,TRI MG,CARGO,B12,True
SYNTH-170,MD11,TRI MG,CARGO,B12,True
SYNTH-171,DC10,TRI MG,CARGO,B12,True
SYNTH-172,MD11,TRI MG,CARGO,B12,True
SYNTH-173,DC10,TRI MG,CARGO,B12,True
SYNTH-174,B742,TRI MG,CARGO,B12,True
SYNTH-175,B742,TRI MG,CARGO,B12,True
SYNTH-176,DC10,TRI MG,CARGO,B12,True
SYNTH-177,MD11,TRI MG,CARGO,B12,True
SYNTH-178,MD11,TRI MG,CARGO,B12,True
SYNTH-179,B733,TRI MG,CARGO,B12,True
SYNTH-180,B742,TRI MG,CARGO,B12,True
SYNTH-181,CRV,TRI MG,CARGO,B12,True
SYNTH-182,B733,TRI MG,CARGO,B12,True
SYNTH-183,B733,TRI MG,CARGO,B12,True
SYNTH-184,DC10,TRI MG,CARGO,B12,True
SYNTH-185,B733,TRI MG,CARGO,B12,True
SYNTH-186,DC10,TRI MG,CARGO,B12,True
SYNTH-187,DC10,TRI MG,CARGO,B12,True
SYNTH-188,B742,TRI MG,CARGO,B12,True
SYNTH-189,B733,TRI MG,CARGO,B12,True
SYNTH-190,B742,TRI MG,CARGO,B12,True
SYNTH-191,CRV,TRI MG,CARGO,B12,True
SYNTH-192,CRV,TRI MG,CARGO,B12,True
SYNTH-193,CRV,TRI MG,CARGO,B12,True
SYNTH-194,MD11,TRI MG,CARGO,B12,True
SYNTH-195,B733,TRI MG,CARGO,B12,True
SYNTH-196,B733,TRI MG,CARGO,B12,True
SYNTH-197,MD11,TRI MG,CARGO,B12,True
SYNTH-198,B733,TRI MG,CARGO,B12,True
SYNTH-199,B733,TRI MG,CARGO,B12,True
SYNTH-200,CRV,TRI MG,CARGO,B12,True
SYNTH-201,DC10,TRI MG,CARGO,B12,True
SYNTH-202,B733,TRI MG,CARGO,B12,True
SYNTH-203,MD11,TRI MG,CARGO,B12,True
SYNTH-204,B733,TRI MG,CARGO,B12,True
SYNTH-205,CRV,TRI MG,CARGO,B12,True
SYNTH-206,CRV,TRI MG,CARGO,B12,True
SYNTH-207,MD11,TRI MG,CARGO,B12,True
SYNTH-208,MD11,TRI MG,CARGO,B12,True
SYNTH-209,MD11,TRI MG,CARGO,B12,True
SYNTH-210,DC10,TRI MG,CARGO,B12,True
SYNTH-211,CRV,TRI MG,CARGO,B12,True
SYNTH-212,MD11,TRI MG,CARGO,B12,True
SYNTH-213,DC10,TRI MG,CARGO,B12,True
SYNTH-214,MD11,TRI MG,CARGO,B12,True
SYNTH-215,DC10,TRI MG,CARGO,B12,True
SYNTH-216,MD11,TRI MG,CARGO,B12,True
SYNTH-217,B733,TRI MG,CARGO,B12,True
SYNTH-218,B742,TRI MG,CARGO,B12,True
SYNTH-219,CRV,TRI MG,CARGO,B12,True
SYNTH-220,MD11,TRI MG,CARGO,B12,True
SYNTH-221,B733,TRI MG,CARGO,B12,True
SYNTH-222,B733,TRI MG,CARGO,B12,True
SYNTH-223,MD11,TRI MG,CARGO,B12,True
SYNTH-224,B733,TRI MG,CARGO,B12,True
SYNTH-225,MD11,TRI MG,CARGO,B12,True
SYNTH-226,CRV,TRI MG,CARGO,B12,True
SYNTH-227,DC10,TRI MG,CARGO,B12,True
SYNTH-228,B733,TRI MG,CARGO,B12,True
SYNTH-229,B733,TRI MG,CARGO,B12,True
SYNTH-230,B742,TRI MG,CARGO,B12,True
SYNTH-231,DC10,TRI MG,CARGO,B12,True
SYNTH-232,DC10,TRI MG,CARGO,B12,True
SYNTH-233,DC10,TRI MG,CARGO,B12,True
SYNTH-234,B742,TRI MG,CARGO,B12,True
SYNTH-235,B733,TRI MG,CARGO,B12,True
SYNTH-236,B742,TRI MG,CARGO,B12,True
SYNTH-237,B742,TRI MG,CARGO,B12,True
SYNTH-238,MD11,TRI MG,CARGO,B12,True
SYNTH-239,DC10,TRI MG,CARGO,B12,True
SYNTH-240,B733,TRI MG,CARGO,B12,True
SYNTH-241,CRV,TRI MG,CARGO,B12,True
SYNTH-242,DC10,TRI MG,CARGO,B12,True
SYNTH-243,CRV,TRI MG,CARGO,B12,True
SYNTH-244,DC10,TRI MG,CARGO,B12,True
SYNTH-245,B742,TRI MG,CARGO,B12,True
SYNTH-246,B742,TRI MG,CARGO,B12,True
SYNTH-247,CRV,TRI MG,CARGO,B12,True
SYNTH-248,MD11,TRI MG,CARGO,B12,True
SYNTH-249,CRV,TRI MG,CARGO,B12,True
SYNTH-250,CRV,TRI MG,CARGO,B12,True
SYNTH-251,B742,TRI MG,CARGO,B12,True
SYNTH-252,CRV,TRI MG,CARGO,B12,True
SYNTH-253,B733,TRI MG,CARGO,B12,True
SYNTH-254,B733,TRI MG,CARGO,B12,True
SYNTH-255,CRV,TRI MG,CARGO,B12,True
SYNTH-256,MD11,TRI MG,CARGO,B12,True
SYNTH-257,B742,TRI MG,CARGO,B11,True
SYNTH-258,CRV,TRI MG,CARGO,B11,True
SYNTH-259,B742,TRI MG,CARGO,B11,True
SYNTH-260,DC10,TRI MG,CARGO,B11,True
SYNTH-261,DC10,TRI MG,CARGO,B11,True
SYNTH-262,MD11,TRI MG,CARGO,B11,True
SYNTH-263,B733,TRI MG,CARGO,B11,True
SYNTH-264,B742,TRI MG,CARGO,B11,True
SYNTH-265,MD11,TRI MG,CARGO,B11,True
SYNTH-266,MD11,TRI MG,CARGO,B11,True
SYNTH-267,DC10,TRI MG,CARGO,B11,True
SYNTH-268,CRV,TRI MG,CARGO,B11,True
SYNTH-269,B733,TRI MG,CARGO,B11,True
SYNTH-270,CRV,TRI MG,CARGO,B11,True
SYNTH-271,CRV,TRI MG,CARGO,B11,True
SYNTH-272,B742,TRI MG,CARGO,B11,True
SYNTH-273,DC10,TRI MG,CARGO,B11,True
SYNTH-274,B742,TRI MG,CARGO,B11,True
SYNTH-275,B733,TRI MG,CARGO,B11,True
SYNTH-276,B742,TRI MG,CARGO,B11,True
SYNTH-277,CRV,TRI MG,CARGO,B11,True
SYNTH-278,B733,TRI MG,CARGO,B11,True
SYNTH-279,MD11,TRI MG,CARGO,B11,True
SYNTH-280,MD11,TRI MG,CARGO,B11,True
SYNTH-281,DC10,TRI MG,CARGO,B11,True
SYNTH-282,CRV,TRI MG,CARGO,B11,True
SYNTH-283,MD11,TRI MG,CARGO,B11,True
SYNTH-284,B733,TRI MG,CARGO,B11,True
SYNTH-285,DC10,TRI MG,CARGO,B11,True
SYNTH-286,B733,TRI MG,CARGO,B11,True
SYNTH-287,MD11,TRI MG,CARGO,B11,True
SYNTH-288,B733,TRI MG,CARGO,B11,True
SYNTH-289,MD11,TRI MG,CARGO,B11,True
SYNTH-290,MD11,TRI MG,CARGO,B11,True
SYNTH-291,DC10,TRI MG,CARGO,B11,True
SYNTH-292,B742,TRI MG,CARGO,B11,True
SYNTH-293,DC10,TRI MG,CARGO,B11,True
SYNTH-294,DC10,TRI MG,CARGO,B11,True
SYNTH-295,MD11,TRI MG,CARGO,B11,True
